movetext,white_elo,black_elo,white_diff,black_diff,opening,eco
1. d4 Nf6 2. c4 c5 3. d5 d6 4. Nc3 g6 5. Nf3 Bg7 6. e4 O-O 7. Be2 a6 8. O-O e5 9. Bg5 Qc7 10. Qd2 Nbd7 11. Bh6 Ne8 12. h4 f5 13. exf5 Rxf5 14. Ne4 Rf8 15. Nh2 Ndf6 16. f3 Qe7 17. Bxg7 Nxg7 18. Qe1 Ngh5 19. Ng4 Nxe4 20. fxe4 Nf4 21. g3 Nxe2+ 22. Qxe2 Bd7 23. Nh6+ Kg7 24. Qe3 b5 25. b3 a5 26. Rae1 b4 27. Re2 Bh3 28. Rff2 a4 29. bxa4 Rf6 30. Rxf6 Qxf6 31. Rf2 Qd8 32. Kh2 Rxa4 33. Kxh3 Ra3 0-1,1707.0,1737.0,-9.0,11.0,Benoni Defense: Hromadka System,A57
1. d4 d5 2. Nf3 e6 3. b3 Nf6 4. Bb2 Be7 5. e3 c6 6. Bd3 O-O 7. O-O Nbd7 8. c4 b6 9. Nc3 Ba6 10. Qc2 dxc4 11. bxc4 c5 12. Ne2 Rc8 13. Rfd1 cxd4 14. Bxd4 Qc7 15. Rac1 Nc5 16. Bxc5 Bxc5 17. Qb3 Rfd8 18. Ned4 e5 19. Nb5 Bxb5 20. cxb5 e4 21. Nd4 exd3 22. Rxd3 Qd7 23. Rcd1 Bxd4 24. Rxd4 Qe7 25. h3 Rxd4 26. Rxd4 h6 27. Qd3 Re8 28. g3 Qe5 29. Kg2 Nh7 30. Rd5 Qe4+ 31. Kf1 Qxd3+ 32. Rxd3 Nf6 33. Ke2 Ne4 34. Rd4 Nc5 35. Rd5 Kf8 36. a3 Re6 37. Rd8+ Ke7 38. Ra8 Rd6 39. Rxa7+ Rd7 40. Ra8 Ne4 41. Rb8 Nc3+ 42. Kf3 Nxb5 43. Rxb6 Nxa3 44. Rb3 Nc4 45. Rc3 Ne5+ 46. Kg2 g5 47. f4 gxf4 48. gxf4 Ng6 49. Kf3 Kf6 50. Rc6+ Kg7 51. Kg4 Re7 52. Kf3 Nf8 53. e4 Ne6 54. f5 Nd4+ 55. Ke3 Nxc6 0-1,1913.0,1918.0,-12.0,10.0,Queen's Pawn Game: Zukertort Variation,D02
1. d4 e6 2. c4 d5 3. Nc3 Nf6 4. Nf3 Be7 5. Bg5 O-O 6. e3 c6 7. Bd3 h6 8. Bh4 Nbd7 9. O-O Bd6 10. e4 e5 11. exd5 exd4 12. Nxd4 Ne5 13. dxc6 Nxd3 14. Qxd3 Bxh2+ 15. Kxh2 Ng4+ 16. Kg1 Qxh4 17. Qg3 Qf6 18. cxb7 Bxb7 19. Qxg4 h5 20. Qd1 Rad8 21. Nce2 Qg5 22. g3 h4 23. Qb3 Be4 24. Nf3 Qg4 25. Ned4 Qh3 26. Qc3 Rxd4 27. Rad1 Rxd1 28. Rxd1 hxg3 29. Qe3 Bxf3 30. Qxf3 Qh2+ 31. Kf1 Re8 32. Qxg3 Qh1+ 33. Qg1 Qh3+ 34. Qg2 Qxg2+ 35. Kxg2 Re2 36. Kg3 Rxf2 37. c5 Rxb2 0-1,1928.0,1901.0,-11.0,13.0,"Queen's Gambit Declined: Modern Variation, Normal Line",D55
1. e4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. a3 Bc5 5. h4 d5 6. d3 Ng4 7. Nxd5 Nxf2 8. Bg5 f6 9. Qe2 Nxh1 10. b4 Bd4 11. Rb1 Ng3 12. Qd2 fxg5 13. hxg5 O-O 14. c3 Nxf1 15. Kxf1 Bb6 16. b5 Ne7 17. Ke2 Nxd5 18. exd5 Bg4 19. c4 c6 20. bxc6 bxc6 21. Rh1 cxd5 22. Qa2 e4 23. dxe4 dxe4 24. Rh4 exf3+ 25. Kf1 Qd1# 0-1,1237.0,1883.0,0.0,1.0,Four Knights Game: Gunsberg Variation,C46
1. e4 c6 2. Nc3 d5 3. exd5 cxd5 4. Bb5+ Bd7 5. Bxd7+ Qxd7 6. d3 Nf6 7. f3 Nc6 8. Bg5 Nh5 9. g4 h6 10. Bd2 Nf6 11. h3 e6 12. Nge2 Bd6 13. h4 Qc7 14. f4 Nxg4 15. d4 Nf6 16. Nb5 Qd7 17. Nxd6+ Qxd6 18. c3 Ne4 19. Ng3 Nxg3 20. h5 Ne4 21. f5 Qg3+ 22. Ke2 Qf2+ 23. Kd3 O-O 24. fxe6 fxe6 25. Qe2 Rf3+ 26. Kc2 Qxe2 27. Rhg1 Qxd2+ 28. Kb3 Nxd4+ 29. Kb4 Qxb2+ 30. Ka5 Nc6+ 31. Ka4 Nc5# 0-1,1505.0,1801.0,-4.0,7.0,Caro-Kann Defense,B11
1. d4 Nf6 2. Bf4 e6 3. a3 c5 4. dxc5 Bxc5 5. Nc3 d5 6. e3 O-O 7. Qf3 Nc6 8. O-O-O a6 9. Bd3 b5 10. Nge2 Bb7 11. Bg5 Be7 12. e4 Ne5 13. Qh3 Nxd3+ 14. Rxd3 Qc7 15. Rg3 dxe4 16. Bh6 g6 17. Bxf8 Bxf8 18. Nf4 Rc8 19. Nxe6 fxe6 20. Qxe6+ Qf7 21. Qf5 Bg7 22. Qf4 b4 23. axb4 Nh5 24. Qxf7+ Kxf7 25. Re3 Bxc3 26. bxc3 Nf4 27. Rd1 Nxg2 28. Rd7+ Ke6 29. Rxb7 Nxe3 30. fxe3 Rxc3 31. Rb6+ Kd5 32. Rxa6 Rxe3 33. b5 Kc5 34. b6 Kc6 35. Ra7 Kxb6 36. Rxh7 Re1+ 37. Kd2 Rg1 38. Ke3 Rg4 39. Re7 Rg2 40. c4 Rxh2 41. Rxe4 Kc5 42. Rg4 Rh3+ 43. Kf4 Kxc4 44. Kg5+ Kd3 45. Kxg6 Rf3 46. Rg5 1/2-1/2,1600.0,1812.0,7.0,-6.0,Indian Game,A45
1. e4 Nf6 2. d3 d6 3. c4 c5 4. Na3 Nc6 5. Nc2 g6 6. h3 Bg7 7. Nf3 O-O 8. Ng5 Qb6 9. h4 Nd7 10. h5 Nde5 11. hxg6 hxg6 12. Nf3 Nxf3+ 13. Qxf3 Bxb2 14. Rb1 Qa5+ 15. Kd1 Bxc1 16. Rxc1 Qxa2 17. Qh3 Bxh3 18. Rxh3 Kg7 19. f4 Rh8 20. Rg3 Rag8 21. f5 Kf8 22. fxg6 Rxg6 23. Rf3 Ne5 24. Rf2 Qb3 25. Kd2 Rhg8 26. d4 cxd4 27. Nxd4 Qb2+ 28. Nc2 Nxc4+ 29. Bxc4 Rxg2 30. Rf1 Rxf2+ 31. Rxf2 Rg7 32. Ke3 Qc1+ 33. Kd4 e5+ 34. Kc3 Rg3+ 35. Bd3 Qd1 36. Nb4 Qa1+ 37. Kd2 Qa3 0-1,1608.0,1672.0,-9.0,9.0,Alekhine Defense: Maroczy Variation,B02
1. d4 c6 2. g3 d5 3. Bh3 Bxh3 4. Nxh3 Nd7 5. O-O Ngf6 6. Qd3 h6 7. c4 e6 8. cxd5 cxd5 9. Nc3 a6 10. a3 Bd6 11. b4 O-O 12. e4 dxe4 13. Nxe4 Nxe4 14. Qxe4 Qc7 15. Be3 Nf6 16. Qg2 Nd5 17. Rfc1 Qd7 18. Bd2 Rac8 19. Qe4 Rc7 20. Bf4 Nxf4 21. Nxf4 Rfc8 22. Nd3 Rxc1+ 23. Rxc1 Rxc1+ 24. Nxc1 b5 25. Nd3 Qc7 26. Nc5 Bxc5 27. dxc5 Qc8 28. Qd4 f6 29. Qd6 e5 30. Qxa6 Qxa6 31. Kg2 Qxa3 32. f3 1-0,1723.0,1780.0,12.0,-76.0,Queen's Pawn,A40
1. e4 c5 2. Nc3 e6 3. Bc4 d5 4. exd5 exd5 5. Bxd5 Nf6 6. Bc4 Bd6 7. Qe2+ Qe7 8. Qxe7+ Bxe7 9. Nf3 O-O 10. d3 a6 11. a4 Re8 12. O-O Nc6 13. h3 b6 14. Nd5 Ra7 15. Nxb6 Nb4 16. Nxc8 Rxc8 17. Bb3 a5 18. Be3 Rac7 19. Ne5 Bd6 20. f4 Nc6 21. Nxc6 Rxc6 22. Rad1 h6 23. d4 cxd4 24. Bxd4 Bxf4 25. Rxf4 Nh5 26. Rg4 g6 27. Re4 Rd8 28. Re7 Rf8 29. Rf1 Rcc8 30. Rfxf7 Rxf7 31. Rxf7 Rf8 32. Rf5+ Kh7 33. Rxf8 Ng3 34. Rh8# 1-0,1748.0,1562.0,6.0,-6.0,Sicilian Defense: Closed,B23
1. d4 d5 2. c4 c5 3. dxc5 Qa5+ 4. Nc3 dxc4 5. Qa4+ Qxa4 6. Nxa4 Bd7 7. Nc3 e6 8. Nf3 Nc6 9. e4 Bxc5 10. Bxc4 a6 11. O-O Nge7 12. Bf4 Nb4 13. Rad1 b5 14. Be2 Ng6 15. Bg3 Bc6 16. Rd2 Bb7 17. Rfd1 O-O 18. Bd6 Rfc8 19. a3 Bxd6 20. Rxd6 Nc6 21. Nd4 Nxd4 22. Rd1xd4 Kf8 23. g3 Ke8 24. f4 Rd8 25. Rxd8+ Rxd8 26. Rxd8+ Kxd8 27. Kf2 Kd7 28. Ke3 Kd6 29. e5+ Kd7 30. Ne4 Ne7 31. Bf3 Bxe4 32. Bxe4 Nd5+ 33. Bxd5 exd5 34. Kd4 Kc6 35. g4 a5 36. h4 b4 37. axb4 axb4 38. b3 g6 39. f5 gxf5 40. gxf5 h6 41. h5 f6 42. exf6 Kd6 43. f7 Ke7 44. Kxd5 Kxf7 45. Ke5 Ke7 46. f6+ Kf7 47. Kf5 Kg8 48. Kg6 1-0,1797.0,1884.0,14.0,-15.0,Queen's Gambit Refused: Austrian Defense,D06
1. e3 b6 2. Nf3 Bb7 3. d4 d5 4. c4 e6 5. cxd5 Bxd5 6. Nc3 Bb7 7. Bd3 Ne7 8. Ng5 f6 9. h4 fxg5 10. hxg5 g6 11. Bxg6+ hxg6 12. Rxh8 Nbc6 13. Rxf8+ Kxf8 14. Qf3+ Nf5 15. e4 Nxd4 16. Qh3 Nc2+ 17. Kf1 Nxa1 18. exf5 Nb3 19. Qh8+ Ke7 20. f6+ Kd7 21. Qg7+ Kc6 22. Qxg6 Nd4 23. Qe4+ Kc5 24. b4+ Kxb4 25. a3+ Kxc3 26. Qe3+ Kc4 27. Bd2 Nc2 28. Qc3+ Kb5 29. Qxc2 Qd5 30. Qc3 Qxg2+ 31. Ke1 Rh8 32. Qb4+ Kc6 33. Qa4+ Kd6 34. Bb4+ c5 35. Qd1+ Bd5 36. Bxc5+ bxc5 37. Qd3 Rh1+ 38. Ke2 Qf1+ 39. Ke3 Rh3+ 40. Kd2 Rxd3+ 41. Kc2 Qe2+ 42. Kc1 Rd1# 0-1,1536.0,1327.0,-18.0,21.0,Van't Kruijs Opening,A00
1. e4 c6 2. Nf3 d5 3. exd5 cxd5 4. Nc3 Nf6 5. Qe2 Bg4 6. h3 Bh5 7. g4 Bg6 8. g5 Ne4 9. h4 h6 10. Qb5+ Qd7 11. Qxd7+ Nxd7 12. Nxd5 O-O-O 13. h5 Bh7 14. Bd3 Ndc5 15. Nc3 Nxd3+ 16. cxd3 Nxc3 17. dxc3 Rxd3 18. Ne5 Rd5 19. Nxf7 Rg8 20. g6 Bxg6 21. hxg6 e5 22. Bd2 Bc5 23. O-O-O Bxf2 24. Rh2 Bg3 25. Rg2 Bh4 26. Re2 Re8 27. c4 Rd6 28. Nxd6+ 1-0,1699.0,1493.0,5.0,-7.0,Caro-Kann Defense,B10
1. e4 c5 2. c3 e6 3. d4 cxd4 4. cxd4 a6 5. Nf3 Qc7 6. Be3 b6 7. Bd3 Bb7 8. Nc3 Nc6 9. Qc2 Nf6 10. e5 Ng8 11. Bxh7 f6 12. Bxg8 Rxg8 13. exf6 gxf6 14. O-O-O O-O-O 15. h4 Kb8 16. h5 Rc8 17. h6 Bd6 18. Nh4 Nb4 19. Qb1 f5 20. h7 Rh8 21. Ng6 1-0,1576.0,1612.0,11.0,-77.0,Sicilian Defense: Alapin Variation,B22
1. e4 e5 2. Qh5 Nf6 3. Qxe5+ Be7 4. d4 d6 5. Qg3 g6 6. Bg5 Nxe4 7. Bxe7 Qxe7 8. Qe3 d5 9. Bd3 Nc6 10. Nh3 Bf5 11. O-O O-O-O 12. Re1 h5 13. f3 Rhg8 14. fxe4 dxe4 15. Bxe4 Bxe4 16. Qxe4 Qf6 17. Nd2 Nxd4 18. Rf1 Qb6 19. Rxf7 Nxc2+ 20. Nf2 Nxa1 21. Nc4 Rd1+ 0-1,1334.0,1293.0,-29.0,26.0,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",C20
1. d4 e6 2. e3 Nc6 3. b3 Nf6 4. Nd2 d5 5. f4 Be7 6. Ngf3 h5 7. Bb5 Ng4 8. O-O Nxe3 9. Qe2 Nxf1 10. Qxf1 h4 11. a4 Kf8 12. c4 g5 13. Nxg5 Bxg5 14. Ba3+ Be7 15. Bxc6 bxc6 16. cxd5 Qxd5 17. f5 h3 18. f6 Bd6 19. Qf3 Qxd4+ 20. Kh1 Qxa1+ 21. Nf1 hxg2+ 22. Qxg2 Rxh2+ 23. Qxh2 Qxf1+ 24. Qg1 Bxa3 25. Qxf1 Bb7 26. Qf3 Rb8 27. Qh5 Ke8 28. Qh8+ Bf8 29. Qh7 c5+ 30. Kh2 Bd5 31. Qc2 Bxb3 32. Qxc5 0-1,1348.0,1518.0,-8.0,7.0,Horwitz Defense,A40
1. e4 e5 2. Nf3 Nc6 3. b3 a6 4. Bb2 d6 5. Na3 Nf6 6. Qe2 Bg4 7. h3 Bh5 8. g4 Nxg4 9. hxg4 Bxg4 10. Bh3 Qd7 11. Bxg4 Qxg4 12. O-O-O Be7 13. Rdg1 Qe6 14. Rxg7 h6 15. Rhg1 O-O-O 16. Nc4 Bf8 17. Rg7g2 Be7 18. d4 Nb4 19. a3 d5 20. Ncxe5 dxe4 21. Qxe4 Nd5 22. c4 Nf6 23. Qe1 Qf5 24. Nxf7 1-0,1687.0,1490.0,6.0,-7.0,King's Knight Opening: Normal Variation,C44
1. d4 c6 2. g3 d5 3. Bg2 Nf6 4. e3 e6 5. Nf3 Be7 6. a3 O-O 7. Qe2 Nbd7 8. c4 dxc4 9. Qxc4 Nb6 10. Qc2 Nbd5 11. O-O Qc7 12. b4 b6 13. Qb3 Bb7 14. Ne5 Bd6 15. Nd3 Rac8 16. Nd2 Ne7 17. e4 Ba8 18. e5 Bxb4 1-0,1735.0,1815.0,14.0,-15.0,Queen's Pawn,A40
1. e4 e5 2. Nf3 Nf6 3. Be2 Nxe4 4. Nxe5 Bc5 5. O-O Qf6 6. d4 Bd6 7. Bf3 Ng3 8. fxg3 O-O 9. Bxb7 Bxb7 10. Rxf6 1-0,1732.0,1330.0,2.0,-2.0,Petrov's Defense,C42
1. e4 e5 2. Qh5 Be7 3. Qxe5 f6 4. Qg3 Bd6 5. Qxg7 f5 6. Qxh8 Qg5 7. d3 Qxc1+ 8. Ke2 Qxc2+ 9. Kf3 Qxd3+ 10. Bxd3 fxe4+ 11. Bxe4 Bc5 12. Qxg8+ Ke7 13. Qxh7+ Ke8 14. Bg6+ Kf8 15. Qf7# 1-0,1305.0,1319.0,29.0,-26.0,King's Pawn Game: Wayward Queen Attack,C20
1. e4 c5 2. Nf3 g6 3. d4 cxd4 4. Nxd4 Nc6 5. Be3 Nf6 6. f3 Bg7 7. Bc4 O-O 8. Nc3 Qb6 9. Bb3 Nxe4 10. fxe4 Bxd4 11. Bxd4 Nxd4 12. Nd5 Qa5+ 13. c3 Nc6 14. Qd2 d6 15. O-O-O Re8 16. Rhf1 Ne5 17. Qg5 Qd8 18. h4 Bg4 19. Rd2 Kh8 20. Rxf7 Nxf7 21. Qxg4 Ne5 22. Qg5 Rc8 23. h5 Rf8 24. hxg6 Rf1+ 25. Kc2 Nxg6 26. Ne3 Rh1 27. Ng4 Qb6 28. Nh6 Qg1 29. Nf7+ Kg7 30. Nh6 Qb1# 0-1,1737.0,1570.0,-21.0,17.0,Sicilian Defense: Accelerated Dragon,B36
1. e4 d5 2. exd5 Qxd5 3. Nc3 Qc5 4. Bb5+ Nc6 5. Bxc6+ bxc6 6. Qf3 Nf6 7. h3 Nd5 8. Nge2 e5 9. O-O Bd6 10. Ne4 Qxc2 11. Nxd6+ cxd6 12. Nc3 Be6 13. Nxd5 cxd5 14. Qc3 Qf5 15. Qc6+ Ke7 16. Qb7+ Bd7 17. d4 e4 18. Be3 Rhb8 19. Qa6 Bb5 20. Qa3 a5 21. Rfc1 a4 22. Rc7+ Bd7 23. Rac1 Rd8 24. Qc3 Kf8 25. Qb4 Qe6 26. Rb7 Qg6 27. Qxd6+ Qxd6 28. Rbc7 g6 29. Rc1c5 Rac8 30. Rxc8 Bxc8 31. b4 f5 32. Bg5 Re8 33. b5 e3 34. Bxe3 f4 35. Bd2 a3 36. Rc6 Qb4 37. Bxb4+ Kg8 38. b6 Re4 39. Rxc8+ 1-0,1500.0,1405.0,134.0,-8.0,Scandinavian Defense: Mieses-Kotroc Variation,B01
1. c4 e5 2. b3 c6 3. Bb2 Bd6 4. g3 f6 5. Bg2 Bc5 6. Nc3 d5 7. cxd5 cxd5 8. Bxd5 Bf5 9. Bxb7 Qd4 10. e3 Bg4 11. Nge2 Qd3 12. Bxa8 Bb4 13. Be4 Qa6 14. O-O f5 15. f3 Bh3 16. Bxf5 Bxf1 17. Qxf1 g6 18. Be4 Qf6 19. Nd5 Qg5 20. Qh3 Nf6 21. Qe6+ Kd8 22. Nxf6 1-0,1706.0,1203.0,2.0,-5.0,English Opening: King's English Variation,A20
1. d4 d5 2. c4 Nc6 3. Nc3 Nf6 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 e5 7. d5 Ne7 8. Nf3 Ng6 9. Bg5 f6 10. Be3 Bd6 11. Be2 O-O 12. O-O f5 13. Bd3 f4 14. Bc1 Bg4 15. Be2 Bd7 16. a4 a6 17. Ba3 Bxa3 18. Rxa3 Qe7 19. Qa1 Nh4 20. a5 Bg4 21. c4 Rf7 22. Qa2 Raf8 23. Ra1 Kh8 24. Rb3 c6 25. Qc2 cxd5 26. cxd5 Rc8 27. Qd1 Nxf3+ 28. Bxf3 Bxf3 29. Qxf3 Qc5 30. h3 Rfc7 31. Rab1 Qd4 32. Rxb7 h6 33. Rxc7 Rxc7 34. Rb8+ Kh7 35. Rb3 Rc1+ 36. Kh2 Qa1 37. g3 fxg3+ 38. fxg3 1-0,1700.0,1744.0,12.0,-15.0,Queen's Gambit Refused: Chigorin Defense #2,D07
1. e4 d5 2. exd5 Qd6 3. Nc3 Nf6 4. Nf3 Bg4 5. Be2 Nxd5 6. Nxd5 Qxd5 7. O-O e5 8. Re1 Bd6 9. h3 Be6 10. c4 Qe4 11. d3 Qg6 12. d4 e4 13. Ne5 Bxe5 14. dxe5 Bxh3 15. g3 Nc6 16. Bh5 Qf5 17. Bf4 Rd8 18. Qe2 Nd4 19. Qxe4 Qxh5 20. Rad1 Nf3+ 21. Qxf3 Qxf3 22. Rxd8+ Kxd8 23. Bg5+ f6 24. exf6 Qg2# 0-1,1750.0,1659.0,-16.0,15.0,Scandinavian Defense,B01
1. d4 d5 2. g3 e6 3. Bg2 c5 4. Nf3 Nc6 5. dxc5 Bxc5 6. e3 Bd7 7. c3 Nge7 8. O-O Ng6 9. b4 Bd6 10. a4 O-O 11. Nbd2 e5 12. Nb3 d4 13. cxd4 exd4 14. Nfxd4 Nxd4 15. Qxd4 Rb8 16. Qxd6 1-0,1749.0,1553.0,6.0,-6.0,Queen's Pawn Game,D00
1. e4 e5 2. f4 f5 3. Nc3 c6 4. Nf3 d6 5. Bc4 Nh6 6. d4 Qe7 7. dxe5 dxe5 8. O-O exf4 9. exf5 Nxf5 10. Re1 Ne3 11. Bxe3 Qf6 12. Bd4+ Be7 13. Bxf6 gxf6 14. Ne4 b5 15. Bb3 c5 16. Nd6+ Kf8 17. Nxc8 Rg8 18. Nxe7 Nc6 19. Bxg8 1-0,1708.0,1198.0,1.0,-6.0,King's Gambit: Panteldakis Countergambit,C30
1. e4 e5 2. Nf3 Nc6 3. b3 Nf6 4. Bd3 d5 5. Bb5 Bd7 6. Bxc6 Bxc6 7. exd5 Bxd5 8. Qe2 Bxf3 9. Qxf3 e4 10. Qe3 Qe7 11. Bb2 Ng4 12. Qe2 f5 13. f3 exf3 14. Qxe7+ Bxe7 15. gxf3 Ne5 16. Rg1 Nxf3+ 17. Kf2 Nxg1 18. Kxg1 O-O-O 19. Nc3 Bf6 20. Re1 Rxd2 21. Rd1 Rxd1+ 22. Nxd1 Bxb2 23. Nxb2 f4 24. Nd3 f3 25. Kf2 Rf8 26. Ne1 g5 27. Nxf3 g4 0-1,1481.0,1520.0,-10.0,14.0,King's Knight Opening: Normal Variation,C44
1. e4 e6 2. f4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Nf6 6. Bb5 Nd7 7. O-O Qb6 8. Bxc6 bxc6 9. d4 Ba6 10. Re1 cxd4 11. Nxd4 c5 12. Nf3 Be7 13. Be3 O-O 14. b3 Rac8 15. Nbd2 Rfd8 16. Nf1 Nf8 17. Ng3 d4 18. cxd4 cxd4 19. Bf2 Bc5 20. Kh1 d3 21. Re4 Bxf2 0-1,1750.0,1748.0,-11.0,11.0,French Defense: La Bourdonnais Variation,C00
1. e4 e5 2. Qh5 Nc6 3. Bb5 d6 4. Bxc6+ bxc6 5. d4 exd4 6. Ne2 c5 7. Nf4 Nf6 8. Qg5 h6 9. Qg3 Nxe4 10. Qe3 Bf5 11. Qxe4+ Bxe4 12. Nd5 Bxd5 13. O-O Qh4 14. g3 Qh3 15. Re1+ Be7 16. f3 Bxf3 0-1,1305.0,1547.0,-11.0,5.0,King's Pawn Game: Wayward Queen Attack,C20
1. d4 c5 2. g3 cxd4 3. Qxd4 Nc6 4. Qd1 Qc7 5. Bg2 b6 6. Nf3 Bb7 7. O-O Nf6 8. c3 e6 9. e3 h5 10. a4 Bc5 11. b4 Bd6 12. Bb2 Ng4 13. b5 Na5 14. Na3 O-O-O 15. Rc1 Kb8 16. c4 h4 17. Nxh4 Bxg2 18. Kxg2 Rxh4 19. h3 Bxg3 20. fxg3 Nxe3+ 21. Kh2 Nxd1 22. Rfxd1 Re4 23. Rg1 Rh8 24. Bxg7 Rh7 25. Bf6 Re2+ 26. Rg2 Rxg2+ 27. Kxg2 Qb7+ 28. Kh2 Qf3 29. Bb2 Qf2+ 30. Kh1 Rxh3# 0-1,1755.0,1542.0,-18.0,28.0,Old Benoni Defense,A43
1. e4 Nf6 2. e5 Nd5 3. c4 Nb6 4. d4 d6 5. exd6 exd6 6. Nc3 c5 7. d5 Nb6d7 8. Bf4 Ne5 9. Bxe5 dxe5 10. Nf3 Bg4 11. Be2 Nd7 12. Ne4 Be7 13. d6 Bf6 14. Qd5 O-O 15. O-O Nb6 16. Qxb7 Bxf3 17. Bxf3 Nxc4 18. Rfd1 Qb6 19. Nxf6+ gxf6 20. Qxb6 Nxb6 21. Bxa8 Rxa8 22. a4 Rd8 23. a5 Nc4 24. d7 Kf8 25. Rac1 Nxb2 26. Rd6 Ke7 27. Rc6 Nd3 28. Rb1 Rxd7 29. g3 f5 30. Kg2 e4 31. h4 f6 32. Rb8 f4 33. Rh8 f3+ 34. Kh2 Ne5 35. Rxh7+ Nf7 36. Rxc5 Rd2 37. Rc7+ Ke8 38. Rcxf7 Rxf2+ 39. Kh3 1-0,1759.0,1739.0,11.0,-10.0,Alekhine Defense: Exchange Variation,B03
1. e4 e5 2. Nc3 Nf6 3. Bc4 d5 4. exd5 c6 5. dxc6 Nxc6 6. d3 Be6 7. Bxe6 fxe6 8. Bg5 Be7 9. Bxf6 Bxf6 10. Nf3 O-O 11. Ne4 Be7 12. Nfg5 Bxg5 13. Nxg5 Qxg5 14. O-O Rad8 15. g3 e4 16. h4 Qe5 17. f4 Qc5+ 18. Kh2 Nd4 19. Qg4 Nf5 20. h5 exd3 21. cxd3 e5 22. fxe5 Qxe5 23. h6 Nxg3 24. Qxg3 Rxf1 25. Qxe5 Rf2+ 26. Kg3 Rdf8 27. Qxg7# 1-0,1499.0,1418.0,9.0,-9.0,Vienna Game: Stanley Variation,C26
1. e4 e5 2. Nc3 d5 3. exd5 Bb4 4. Bc4 Bxc3 5. dxc3 a6 6. Qf3 b5 7. Bb3 Nh6 8. Bxh6 gxh6 9. O-O-O Rg8 10. d6 c6 11. Qxf7# 1-0,1552.0,1294.0,4.0,-10.0,Vienna Game,C27
1. e4 e5 2. Nf3 Nc6 3. d4 d6 4. dxe5 dxe5 5. Qxd8+ Kxd8 6. Bb5 f6 7. Bxc6 bxc6 8. b3 c5 9. Nc3 a6 10. Bb2 Ne7 11. O-O-O+ Ke8 12. Nd5 Nxd5 13. exd5 e4 14. Nd2 f5 15. Rhe1 Bb7 16. f3 Bxd5 17. fxe4 fxe4 18. Nxe4 Bxe4 19. Rxe4+ Kf7 20. Rd7+ Kg6 21. Rxc7 Bd6 22. Rxg7+ Kh6 23. Re6+ Kh5 24. Rxd6 Rag8 25. Rxa6 Rxg7 26. Bxg7 Re8 27. Kd1 Re7 28. Rh6+ Kg5 29. Bf6+ Kxh6 30. Bxe7 Kg6 31. Bxc5 h5 32. a4 Kg5 33. a5 h4 34. a6 Kg4 35. a7 Kf4 36. Bd6+ Ke3 37. a8=Q Kf2 38. Qf3+ Kg1 39. Ke1 h3 40. Qf1# 1-0,1742.0,1408.0,3.0,-13.0,Scotch Game,C44
1. d4 d5 2. c4 Nf6 3. Nc3 c6 4. Nf3 Bg4 5. e3 e6 6. Bd3 Be7 7. h3 Bxf3 8. Qxf3 O-O 9. O-O Nbd7 10. Re1 dxc4 11. Bxc4 Nb6 12. Bb3 Nbd5 13. e4 Nxc3 14. bxc3 h6 15. Bf4 Nh7 16. Rad1 Ng5 17. Bxg5 Bxg5 18. Qg4 Kh8 19. f4 Bh4 20. g3 Be7 21. Rf1 Qa5 22. Qf3 Rad8 23. e5 c5 24. Kh1 cxd4 25. cxd4 Bb4 26. f5 Qb6 27. f6 g6 28. Qe4 Kh7 29. Bc2 Bc3 30. Rf4 Qc6 31. Qxc6 bxc6 32. Ba4 Rc8 33. Rc1 Bd2 34. Rxc6 Bxf4 35. gxf4 Rxc6 36. Bxc6 Rc8 37. Ba4 Rc1+ 38. Kg2 h5 39. Bb3 Rc3 40. Kf2 Rd3 41. d5 exd5 42. Ke2 Rd4 43. Ke3 Re4+ 44. Kf3 Rd4 45. Ke3 Re4+ 46. Kd3 Rxf4 47. Bxd5 1-0,1618.0,1712.0,16.0,-14.0,Slav Defense: Three Knights Variation,D15
1. e4 e5 2. Qh5 d6 3. Bb5+ c6 4. Bc4 g6 5. Qf3 Nf6 6. d3 Bg7 7. Bg5 O-O 8. Bxf6 Bxf6 9. g4 b5 10. Bb3 Nd7 11. c4 Qa5+ 12. Nd2 bxc4 13. dxc4 Bg5 14. Rd1 Nc5 15. Nh3 Bxd2+ 16. Rxd2 Nxb3 17. Qxb3 Bxg4 18. Ng5 Rab8 19. Qc3 Qxa2 20. Kf1 1-0,1284.0,1173.0,17.0,-13.0,King's Pawn Game: Wayward Queen Attack,C20
1. d4 e6 2. h3 d6 3. Nf3 Bd7 4. e4 Nc6 5. c4 Nf6 6. Bd3 e5 7. d5 Nb4 8. Nc3 Nxd3+ 9. Qxd3 Be7 10. a3 O-O 11. b4 c5 12. b5 b6 13. O-O h6 14. Bd2 Nh5 15. a4 Nf4 16. Bxf4 exf4 17. e5 dxe5 18. Nxe5 Be8 19. Ne4 f6 20. Nf3 Bg6 21. Qe2 f5 22. Nc3 Bf6 23. Rfc1 Re8 24. Qd3 1-0,1737.0,1379.0,3.0,-11.0,Horwitz Defense,A40
